#agentID time_activation gate_in gate_out speed loc_desireX loc_desireY
0 24.33457093871753 6 2 1.7377666000059921 163.24027999981254 398.95
1 24.33457093871753 8 4 0.3197945552472136 163.8295290534913 1.05
2 143.59005344538826 3 8 1.364137984292904 198.95 281.1734698118902
3 140.79160015194284 5 4 0.874119733201193 171.84570316468464 1.05
4 43.067671855868305 8 2 0.31843220751049817 175.6123120626091 398.95
5 34.65164880518252 4 9 1.0660414446464417 198.95 337.94625178579616
6 11.0 7 3 0.4877850554958725 24.94792526307138 1.05
7 211.4258979437062 9 4 0.8378293179041779 166.22043757666873 1.05
8 30.65164880518252 3 2 1.4965390671304326 168.5157751146814 398.95
9 93.72109233469254 9 3 2.3125734831982 19.81432192588223 1.05
10 6.0 1 3 0.3508329857739656 16.283073116010783 1.05
11 6.0 4 8 0.39542046178903245 198.95 284.3192087134339
12 67.98770754402646 2 6 0.8875892458736165 198.95 117.07968113172042
13 87.72109233469254 6 3 0.21721976192677683 28.972938855598553 1.05
14 137.79160015194284 2 8 0.43080955842618596 198.95 276.81429605692483
15 253.76447147944606 6 1 0.8265617543703856 10.067926646630676 398.95
16 201.01398285869342 7 4 1.1081439485835014 173.23939867141456 1.05
17 23.33457093871753 9 3 0.5498278176416138 12.587570432061547 1.05
18 11.0 9 1 0.428515177432818 22.783664880171557 398.95
19 40.23995800571724 7 2 1.0013117456171725 162.84160508748423 398.95
20 153.16913420387783 7 4 0.4298254584616309 176.18404359194255 1.05
21 20.33457093871753 4 1 1.0238780255366866 25.5548107472761 398.95
22 58.95420470328194 1 0 0.620837806058419 1.05 195.58941274886394
23 209.32335599489673 5 4 0.2626124563045502 165.53611121613827 1.05
24 12.0 6 0 0.43225135610733467 1.05 207.5288113261993
25 57.95420470328194 0 4 1.6329535023454798 161.3018254068198 1.05
26 13.0 5 3 0.4874932662835354 27.88496094386517 1.05
27 14.0 2 5 0.5059122268824447 198.95 60.25999201558412
28 55.95420470328194 4 8 0.6366684320087854 198.95 269.26218739260645
29 1.0 2 3 0.503281210875528 23.07076101185901 1.05
30 38.23995800571724 9 3 0.24713509522808758 16.449158847642288 1.05
31 229.34257763176208 5 1 2.0243383470092455 14.112819347216977 398.95
32 161.94255487772318 0 9 0.5399736720321111 198.95 337.86364264857684
33 33.65164880518252 6 2 1.168047329491804 168.37743486256252 398.95
34 104.01245361336038 3 7 0.6828061890304973 198.95 203.6933508837897
35 247.40245290162605 2 0 2.1092712928893094 1.05 200.7405208216762
36 116.64596682663004 9 2 1.4306547638004714 179.61052930716437 398.95
37 212.47487799524347 5 2 0.5791313378042784 161.7177510825094 398.95
38 74.75246076085747 5 1 0.5375865996941402 28.661927719409242 398.95
39 23.33457093871753 1 7 1.1013936708704755 198.95 199.62083391846687
40 31.65164880518252 6 4 0.9912321182875505 167.4443199451246 1.05
41 65.95420470328193 6 3 1.3481146016174659 25.1925320918182 1.05
42 171.0427866107354 1 8 0.7053649198491798 198.95 269.69825062276203
43 9.0 9 0 0.20386493543212358 1.05 191.95854117330353
44 16.33457093871753 6 1 0.48256340844009943 24.786245919453055 398.95
45 202.01398285869342 0 5 0.8778667746966424 198.95 54.304480391231486
46 226.29976851206615 8 3 0.3920897511848467 16.22666663187405 1.05
47 210.7890596372486 7 4 0.23976885523401492 168.11403164664986 1.05
48 31.65164880518252 2 7 0.7280488514643846 198.95 209.2512103822877
49 345.9274765381117 6 3 0.3223209840402035 15.48588645941952 1.05
50 52.95420470328194 3 6 0.624102136294024 198.95 117.90692289940769
51 85.72109233469254 7 4 2.198791985495974 166.2432361022303 1.05
52 118.64596682663004 7 2 1.735676313686977 164.64313443290314 398.95
53 387.6069825759327 6 2 0.8973443617498855 171.33117868487489 398.95
54 370.8804186122915 2 4 2.003792073068571 165.92555108545272 1.05
55 24.33457093871753 6 2 0.2714419750549335 173.40512789764156 398.95
56 155.4097369876279 6 4 1.0916429772398537 166.96711036229897 1.05
57 105.01245361336038 7 2 0.3932028484313444 172.59333375601057 398.95
58 15.0 4 1 1.019755280238226 27.771578770679618 398.95
59 8.0 2 5 0.7677395423153557 198.95 56.71903389342347
60 68.88373469135355 9 0 0.2078980446299039 1.05 196.73639029537034
61 82.72109233469254 2 3 0.40653132789161517 29.045802729575616 1.05
62 355.87325795348096 9 0 0.4107584035446843 1.05 196.17438591145725
63 128.02778548718464 7 4 0.5643252880095324 167.31892929174256 1.05
64 33.65164880518252 9 0 1.344476694747463 1.05 201.83152606878232
65 98.01245361336038 1 6 0.4559728833944121 198.95 116.87241722710512
66 120.58136709805292 6 3 0.5807792793753648 17.777191011003733 1.05
67 171.76355574978308 0 7 0.7702100941637227 198.95 199.563710504984
68 73.75246076085747 4 9 0.8204661697477136 198.95 346.58239501879035
69 14.0 7 2 1.1245509323067073 175.0512067672191 398.95
70 99.01245361336038 7 0 0.4492717557930822 1.05 191.0389227266353
71 10.0 7 1 1.109411978313471 17.149489520205215 398.95
72 85.72109233469254 9 3 0.2751372372588131 19.24664925855854 1.05
73 64.95420470328193 1 6 1.9849954937471674 198.95 122.36346657890108
74 78.42911494753127 4 9 0.30307629074568915 198.95 330.5985912601423
75 41.083993457773836 7 4 1.279663711976145 165.90233668045278 1.05
76 519.5942114952104 7 0 0.7382955240641667 1.05 190.10513846789914
77 90.72109233469254 3 7 1.5462999965984556 198.95 207.98638759537008
78 45.73429289285689 3 0 0.7850150422415794 1.05 192.34521098391772
79 13.0 9 2 0.38088533532151847 161.33957245074401 398.95
80 34.65164880518252 6 2 0.6741462251803811 171.3416656407187 398.95
81 22.33457093871753 5 1 1.5739070606423757 17.090414335864715 398.95
82 90.72109233469254 8 4 0.917937468931159 170.85485798306402 1.05
83 314.50339147471277 3 7 0.49193270425978375 198.95 191.44748707372287
84 67.39711984069801 1 7 0.36807170827299185 198.95 193.99933646302466
85 8.0 1 7 0.45012759549520664 198.95 206.6450378989629
86 135.79160015194284 8 4 0.9356068240289703 179.23999399268482 1.05
87 135.79160015194284 7 2 0.8386731919387367 161.7692521161993 398.95
88 51.95420470328194 7 0 1.2000918458429766 1.05 195.25775343274506
89 22.33457093871753 7 3 0.8949445616037364 11.949370311975127 1.05
90 113.64596682663004 6 4 0.7107222815507801 166.28766153934873 1.05
91 79.18736033538798 2 9 0.7377404646352588 198.95 337.7977948308259
92 59.95420470328194 7 2 0.904965677566377 170.43588370192867 398.95
93 36.23995800571724 9 2 1.3394669056988908 163.51230788999837 398.95
94 43.067671855868305 1 0 0.6635633619505694 1.05 201.7693926722485
95 173.53537868267506 3 7 0.4510802435630962 198.95 190.83296007663617
96 113.64596682663004 8 3 0.3806962921940855 19.653331644799174 1.05
97 67.98770754402646 7 4 3.213178349705813 177.35790330265777 1.05
98 40.23995800571724 5 2 0.2478135973839195 175.8033404014041 398.95
99 51.95420470328194 7 0 0.5495644679828553 1.05 203.28997218267293
