Window,Error,Variance
1,900.0359481068446,0.7711631780620736
2,5.088549080768035,904.6364901570454
3,6.619271603791611,1324.4256669070514
4,4.6464184075515735,1425.7376560492403
5,3.560752691003553,1082.9316587354228
6,6.5593069249500795,1332.596912299058
7,5.03022264120864,1404.9086332577992
8,3.081659748574713,1367.9953696406128
9,8.186707200837095,1167.300961460808
10,8.742254099533488,1525.220912867299
11,7.486287294659905,1898.402650701254
12,17.321502093458697,1791.606605588779
13,10.119615017366868,1965.5585914975045
14,6.347798354967673,2686.263981207603
15,10.186322056883078,1789.084175112128
16,9.508978671600559,1686.6573949858528
17,15.107905896242157,2205.4554506151144
18,7.47703847421295,2815.664139750766
19,6.9326311241685685,2846.6730332647385
20,10.930562183079296,2498.2710460135095
21,2.6298297193373266,2312.071619342888
22,4.590617726676102,2807.496477126126
23,1.03289347772653,3406.807573811314
24,2.916201279265461,2874.004811194807
25,5.05765320458927,2655.0578505259773
26,7.309748612361373,2553.265388143266
27,11.69490764607062,2499.420648458473
28,16.951977792455075,2547.3333582121563
29,468.31313202008846,2250.216562136688
30,12.516421988640921,2775.270457950457
31,14.542423441070888,2880.652870503257
32,20.362165654117817,3143.8135072894047
33,15.035344044192756,2698.5282061863422
34,21.603868996388194,3241.0571227450855
35,16.69425146332397,3367.6067659241944
36,18.18559119998199,4290.172537295168
37,11.382841565073491,3656.7774680506864
38,16.45237001743034,3901.0405312135013
39,27.58980744666284,3825.711609197799
40,31.20209796336311,3710.4021717316737
41,31.080288249155327,3178.3671678209166
42,29.440045127177104,3968.792203567082
43,37.878063395350694,4334.452518343424
44,25.179923218229472,3586.7886627738694
45,32.40806634096624,3833.687009447904
46,26.038468459314597,4174.658909534995
47,13.048110644505392,4967.435221917456
48,18.568485088177862,4550.08092175379
49,18.979107051778133,4101.5257434820705
50,26.953045009163144,3976.5805808265077
51,19.208718094494362,3471.6880444975095
52,14.556169810774493,4178.734663924779
53,32.373079111622545,4597.069062919712
54,38.15732279955518,4068.0050280918413
55,26.63174239252336,4810.794162294409
56,21.467382069584808,4515.809058817238
57,11.930445868258674,4366.63982335249
58,35.163175951704204,4342.872125029109
59,25.08748622570365,3691.806682643388
60,22.82526567519767,4129.379587397791
61,24.390323152228,4483.351276273347
62,13.734676711858938,6494.477098049262
63,15.234857908526307,5274.247516495581
64,26.853225070613256,5145.98506510204
65,26.324449662680987,5117.062909525384
66,16.558176602520437,4380.692099692767
67,16.497300538784852,5033.44329295281
68,18.382288507901894,5542.97014145679
69,24.041662860342214,4930.246549098019
70,28.534296622931823,5266.71657034472
71,39.28829204950634,4819.129685812481
72,29.92363151183772,4196.833340764059
73,26.06907183447956,3830.7518078874946
74,16.20139067481504,4178.862340657737
75,25.56416014913592,5346.23134356297
76,26.787194910631353,5490.1968230369675
77,27.360246808209908,5666.146085080938
78,12.030019597208593,4747.569883195167
79,10.04679651153744,4453.395269365922
80,6.285719335896787,5090.342118087914
81,14.998580640880684,5603.899872649027
82,24.2776183206858,4639.149526586397
83,24.156845147008458,4331.994003541073
84,39.50160706200169,4291.709659163235
85,23.780401701204003,5100.759073170309
86,20.24759577127801,4886.7130873295755
87,14.829564193471771,5620.650412522344
88,23.605648934753596,5183.696168575907
89,38.804720543119686,5211.568929282162
90,33.61834190857489,5724.95147728912
91,17.197703583236187,5178.712131155097
92,15.469147641310748,5517.404496148288
93,33.016164727022,5763.380584699507
94,34.59187693076608,6378.669248452097
95,33.147086715170126,6314.3451589198785
96,46.45631254287693,5280.441946913752
97,45.8503679651336,5331.314318925601
98,33.2870881699625,5221.9879275595395
99,21.945953810703827,4327.747802249829
100,14.12131384148084,5203.392252084329
101,25.44873933713722,5888.5576110780785
102,30.900120918562603,5594.232907223153
103,26.86161503534712,5871.5039108125075
104,28.467203277311093,5805.931007847066
105,27.23059742476938,6127.269275525581
106,18.96385216240596,5796.164740539396
107,23.452189761329443,4966.22772728669
108,20.106958451834878,4995.866318222066
109,35.74671422767531,5634.8189198539285
110,30.091925750689118,6437.820363858338
111,19.42025207408935,5465.154292708979
112,11.093496132644487,5734.594436397644
113,22.65917965070029,5105.525481593221
114,26.014034461028352,5373.177690740356
115,34.57168410258649,4801.138575516506
116,29.760911043473097,5314.749847677071
117,28.376694915607672,5443.2158538286385
118,23.64542761791186,4576.90130709507
119,22.504076549676853,4825.074174055826
120,265.925526711903,3457.556654132408
121,43.722550009493325,5611.134814741889
122,52.313078184184356,5309.48418653328
123,48.37929117632132,4789.252295242352
124,55.71417384719926,5714.091539235408
125,58.32288095843483,6236.697737921139
126,64.35929791680343,5886.134132114104
127,69.16294121208777,7872.35793819866
128,55.57192992545877,6963.913626826234
129,57.86111473326963,5085.083136620068
130,37.39323092364239,4784.19298258435
131,39.14739854323214,5887.234700191942
132,38.25749282992371,6990.01132112715
133,51.972306116313625,6834.3652778356945
134,66.70876313896036,6985.884687444388
135,72.36978536068146,6588.9613374523
136,75.93361302797696,6351.166911453948
137,46.50074112966561,6328.517403104546
138,36.436642226327365,6295.2079456102665
139,29.206239649831684,5551.449963169655
140,41.171659194809564,6590.29749706756
141,32.23292894464398,7590.914034631164
142,40.5357055719472,8634.348179021099
143,27.877238858528383,8619.048284052487
144,33.87650757047322,7543.0500791454115
145,41.10569089629958,8427.178250567431
146,48.48700171789984,8156.512117770428
147,314.6598387908811,6356.489731052983
148,52.96788160055981,6608.2469512629405
149,51.2175865934219,6776.270934908214
150,46.69336580528785,6217.331984727136
151,36.34461061278524,6619.665532881889
152,27.97576591925238,6181.202650831626
153,43.74994630734033,6447.420041087196
154,60.95483975287749,7367.566930225558
155,55.28432251451626,6761.571759764519
156,47.22334044050514,7719.348115108483
157,65.2105809775932,8766.954174197388
158,56.21387055533981,8674.619891388953
159,44.97168851569558,7790.829005428543
160,47.13074867441079,8227.7041201232
161,49.092413319996126,7353.668980199222
162,58.55502032208643,6970.401405018407
163,53.00013769989592,7923.9718142189595
164,49.22027273498008,7239.45731476155
165,47.966818536550264,8028.330235115499
166,51.09233133591297,6830.038360963874
167,70.9812118106126,6006.916710899998
168,65.77951670940766,6824.499164125379
169,44.97591145646983,6689.548983678322
170,40.70386742537155,5332.867047225573
171,48.408406711280044,5681.582375653208
172,56.81830348853762,5296.586369917022
173,56.89331346902361,5682.924179177695
174,60.468515108807814,6538.749026750173
175,76.34994192641751,7371.329854216465
176,66.75696032996187,7267.845948042256
177,712.4347456657588,7503.938380215647
178,74.3821687907016,8443.056654607723
179,80.34647182342638,7478.611241443212
180,77.1241103966876,7803.143399210615
181,73.72994556466517,7371.475304599369
182,81.13308914002795,7749.188791482016
183,81.4431192336935,8084.821193037113
184,93.50439165607021,9221.86171728685
185,97.98631977842182,9306.415305526663
186,86.7825083148038,8993.669321288922
187,95.52477671092724,9150.575548255383
188,104.18939640998056,10351.171211801495
189,86.304662914863,8857.706127039895
190,67.3114140185065,7983.630196664742
191,81.5445981646548,8534.132428056528
192,85.79443815532998,7657.152361734285
193,99.91243666109577,7245.599911295634
194,98.59230666724217,6724.743404926356
195,101.37878782217228,6674.445360739046
196,93.26478478086979,7727.128884116164
197,99.58489383558633,8860.964709784159
198,99.95622379277509,8875.389641497382
199,115.61430195984363,9320.927394316985
200,107.39779798967962,7801.611317037085
201,113.97313923860622,6586.73766254674
202,706.767146205762,7383.891257201038
203,121.3523728713536,6896.428665822049
204,307.7001042329024,6657.490332120918
205,104.23376600629722,6778.171095980816
206,85.33243591924067,6731.714285614195
207,74.65207625828606,7181.613772951506
208,83.93648650095703,7698.253519652809
209,83.7890958035151,9054.15863654269
210,93.30326392794339,8681.343696277389
211,107.29099708812427,9724.469778770552
212,135.29952910838168,9636.46586942375
213,145.27277967956962,10108.359880099622
214,145.88076331783807,10759.046926671077
215,123.44346576339959,11243.502942002295
216,116.35661446437405,10733.931798994945
217,730.2723010015354,11198.357955052883
218,111.80259239169547,11821.017339349197
219,110.25881229299276,12502.785426870765
220,130.33181626577718,12151.028985624022
221,136.24705225485215,12778.200637630904
222,144.3165932764284,13134.837905142573
223,144.35057469490965,11694.33688238261
224,176.53191769113968,11728.297738774654
225,766.5541463280158,9935.439521632286
226,217.57867443553687,9577.837414141555
227,238.45685466102373,8850.443636679824
228,219.49734354944718,8869.958349667719
229,226.71028133556095,9340.174433682287
230,190.52825593462134,10470.529765055227
231,160.50990714229795,11477.308673528756
232,150.4929358533984,12059.39783228994
233,144.44413608013332,13283.102537258228
234,178.00929446592625,13681.70506968464
235,191.16695058014656,13402.26583938512
236,205.9175546880444,13091.46486359895
237,227.1972934454539,12070.730220739852
238,233.78949268731762,11801.818620746602
239,231.02014810747437,10627.28795963815
240,724.9456456161688,10708.377659361115
241,200.44595041077156,10965.1828100874
242,181.08655130361373,11398.186536237505
