Window,Error,Variance
1,54.22230667402594,1670.0725647902161
2,139.5856178343611,2064.2380135231756
3,784.9616267079643,1818.582113193938
4,965.4534654281679,2148.5942248014308
5,934.2429459439062,1644.598006018934
6,1370.1966796571223,1669.7352617031702
7,1370.9525513266426,1674.2523457138116
8,1942.1363037046806,1567.678759600776
9,1611.3553743832954,1532.851901766126
10,1604.1097571770683,1612.6716061732848
