Window,Error,Variance
1,899.9061144749784,0.8961680179445976
2,899.2426670140477,2.0108607373233505
3,12.390394119324931,926.9638216296825
4,15.925159269352038,426.484047664202
5,17.76717378734045,216.29619233135213
6,15.292436212748873,169.9897982213036
7,13.326401865547245,149.1503751201247
8,13.118015285013405,152.06068029422516
9,12.794208526762256,150.44582098908964
10,12.24618587766831,148.54565079078625
11,11.419836716117812,118.26735970942842
12,11.548258260863728,121.5939017644449
13,14.036278975994875,47.15089245771388
14,12.348586894418508,14.59932532163311
15,12.843785841483589,13.897360846560531
16,13.55434357691307,13.326773379034293
17,14.58485178347313,15.20863961692785
18,15.196340252376539,14.622613308702974
19,15.906607439315168,16.05311696318253
20,16.392819468115544,17.875252668631404
21,15.759783322714348,9.682122017207377
22,16.250819956606332,12.000438212203242
23,17.218370755054345,12.67473440275794
24,17.665604071332233,12.73760893194548
25,17.97796511184033,13.599150838379657
26,18.267218430429764,15.1528733980931
27,18.266817350287592,18.645256549531297
28,18.358689934402364,20.48124177184353
29,468.5145391788615,20.743368176456336
30,468.95600599492104,20.225313998919546
31,22.485109141611787,733.5401448325051
32,22.18347637577816,663.6504365881118
33,25.006183957101534,577.9913344314085
34,24.641199525671706,536.3845162363544
35,25.102161102865193,399.84396884567553
36,24.491857250593597,367.3316620677444
37,25.409802433167435,374.400274457938
38,27.795978284276067,302.8614215532848
39,27.735853558414075,306.25079078162264
40,28.26484453353336,231.7487560191725
41,27.0809678484089,182.7487864310622
42,27.946069088531054,182.553020383177
43,26.94338801496992,167.8289222358081
44,27.537242926542177,169.2229617589955
45,28.486657109423568,166.5098359056966
46,29.036116175644512,168.7426211928782
47,29.626187140070744,170.5381264156514
48,30.260134552075975,171.78858714705683
49,30.85827732200015,170.36534034051527
50,31.163441760822714,171.73111523090108
51,31.44434692007336,152.55663057017878
52,31.972965612651944,156.3204133950194
53,32.25614497477655,154.76966854136148
54,32.98151533833965,159.70130501100368
55,33.62349964215766,147.93553429233384
56,34.21976805897648,148.05152331214674
57,35.01256808409572,145.9011318445818
58,35.608269099454596,148.33483588459768
59,36.40874660455734,147.49862107221276
60,36.87886599996772,147.21796799345563
61,36.75693065099898,146.5135979177163
62,37.56160268834888,145.27970549365156
63,38.226681670087125,144.73977306449046
64,38.96334980460755,147.67131816892072
65,39.444397347085655,144.619843924605
66,39.873566404806205,149.50969582627906
67,40.27827613715751,151.31624390987437
68,41.05626118915072,154.1368946901342
69,41.50393538493448,155.1301865659986
70,42.216709114923326,153.60113825775338
