PF params: {'number_of_particles': 100, 'resample_window': 100, 'multi_step': True, 'agents_to_visualise': 2, 'particle_std': 1.0, 'model_std': 1.0, 'do_save': True, 'plot_save': False, 'do_ani': False}
Model params: {'width': 200, 'height': 100, 'pop_total': 10, 'entrances': 3, 'entrance_space': 2, 'entrance_speed': 0.1, 'exits': 2, 'exit_space': 1, 'speed_min': 0.1, 'speed_desire_mean': 1, 'speed_desire_std': 1, 'separation': 2, 'batch_iterations': 4000, 'do_save': False, 'do_ani': False}
Min_Mean_errors,Max_Mean_errors,Average_mean_errors,Min_variances,Max_variances,Average_variances
0.14715572975445299,3.9488792757043996,0.6985941221938468,1.6343568844037126,3.7665376336962186,2.891636655871611
0.5128985028589306,2.5098786641084705,1.1523037416631552,2.3565660317430455,4.521371112938586,3.6748630008566003
0.10122279774206797,3.78365997403356,0.9995826135910276,1.8627173649898756,3.3831243087158835,2.7938935885525273
1.7036181905676144,3.634105623926639,2.3766485619946973,2.6985996856585275,4.181760130250817,3.7451777597525533
0.10121154812353081,7.271255730541675,2.1227088910655123,1.613573506616266,18.42192932413058,4.8156096610612
0.735967046860721,5.686681267148771,2.530907082864027,2.597568520139704,6.954255957475357,3.760250842510791
0.7161212976959235,3.716507146280555,1.6639881223415514,3.0713652893205587,9.319245183722092,4.1912944641538825
1.3501495348706818,4.898287507509076,3.462960869291648,2.658093752983894,5.3287452876038,4.23750293613354
0.38676792781673286,10.827540089239472,1.9113539565887208,1.5243927043003693,43.7565963517311,7.328186476228877
0.7462181900284484,15.18250915899767,4.6119160139661926,1.988239474019587,74.3430568334899,20.162518985904523
0.7674537288798676,7.440959606703164,2.017836556482866,2.5277886032522874,25.345277074374916,5.511168303186203
0.7926925265918362,6.640298674813484,2.386438451953872,3.3925333585955695,12.151372358409747,4.629004486745928
0.22850102724467508,6.67855110386085,1.3668346247202159,3.1267167038503785,20.159406755996716,5.495998461134043
0.1591119291234447,4.451485290284784,1.1442498613325838,2.345881816843361,14.615534057404478,4.243029548226559
0.38383836202582494,6.143210014405662,1.5378877376119788,2.4376312525763355,30.229883198504744,6.463494681849445
0.34188847086498586,10.831974725961256,1.7169470124902861,2.293182294086261,24.38686268484297,5.302815545604279
1.0769861525492699,6.032076451699117,2.366756477387322,2.6530977424128563,11.201232515653508,3.724339315022834
0.06791870058054932,7.408117731391084,1.5806660921184614,2.968298410198175,48.302464483792704,7.9235266062313885
1.745353608500436,10.043264342553519,3.2208447692096245,3.131798100558893,9.965649765037606,4.496487401764889
1.8242459315119923,6.6431856500217625,3.045489610890305,3.3221544383830954,5.995949511328079,4.135744525966483
