PF params: {'number_of_particles': 50, 'resample_window': 100, 'agents_to_visualise': 2, 'particle_std': 1.0, 'model_std': 1.0, 'do_save': True, 'plot_save': False, 'do_ani': False}
Model params: {'width': 200, 'height': 100, 'pop_total': 700, 'entrances': 3, 'entrance_space': 2, 'entrance_speed': 0.1, 'exits': 2, 'exit_space': 1, 'speed_min': 0.1, 'speed_desire_mean': 1, 'speed_desire_std': 1, 'separation': 2, 'batch_iterations': 4000, 'do_save': False, 'do_ani': False}
Max_Mean_errors,Average_mean_errors,Max_variances,Average_variances
1241.9803873692497,416.93235080918276,553.3028696506624,397.59268711421925
1415.710239700709,460.823324513747,584.0969165178985,372.86720409200865
1277.7679883535145,438.7423705342178,597.2840100063104,413.16222287874837
1254.26151342272,422.133274725571,531.3578176922888,382.5911494023516
1333.0166604943272,452.85541581934586,552.1338383390596,380.09066713025373
1240.6235545953027,398.3776043462341,505.4242782452718,345.1581640909353
1190.3342658966055,406.62965098881875,527.7351132520811,370.7659220259589
1228.6927850490868,389.00368626889366,521.4911245198579,356.6079532691453
1264.8633350160035,426.05431097295127,519.6520575939671,366.51876047546637
1218.3740325727683,427.57044521759093,546.0614450976635,376.2768227867815
1179.019626117049,410.76378069454574,546.9280906091486,380.3684448903018
1322.3040910192708,466.7204947377465,547.7480436630307,381.45853335544444
1225.7789763474711,403.87810304963654,541.309227887008,368.9045078168864
1129.0780052909486,381.61313752392095,526.8870048029352,355.6753596064804
1169.1006769535834,379.6223533177175,524.1822175125495,357.5464372763122
1251.2280884518416,457.58012761185506,574.999816266645,410.02400299320817
1145.082253637672,405.73427924031296,520.8627115448381,367.4587165037248
1159.223838752821,389.6283558085417,509.68972306962365,353.1290863172552
1127.2754171495699,380.22641133086006,543.7282345635901,386.01594234438755
1175.7500130160993,404.97893367398876,545.6346107001364,390.2998345503241
1214.741019310736,434.6981422499422,606.5740953413579,422.06939989452417
1160.6537368981126,392.7953639505888,526.6927378680798,357.26476502445416
1234.034574240293,426.02107631394597,693.2740805073523,429.24586047148773
1132.9378900152815,401.88390709654857,515.9760318606055,348.9517939747434
1255.855059185821,394.99243591907145,500.5691938713565,350.51946280347045
1193.0499534083538,394.927024586792,513.2922391317811,358.72878157090736
1197.3846630649346,390.3392595936649,526.025399009308,366.19212884155473
1397.4315700802758,460.03556765822594,582.3387930916664,378.3650478802351
1366.2154473532769,467.70697582980824,544.0552550988818,394.56360577369975
1250.6780026955203,415.7923644938399,519.0412161276632,366.87667968774764
1203.8636742173762,429.4026368554774,536.5564831750693,386.39186320069877
1135.1429177835284,395.3565201848533,572.4452156286233,394.35688749497456
1174.4846813644936,418.36252655019223,540.646256288526,381.49366802876887
1195.0549281540855,372.0471319782344,520.1892642789868,347.493930115781
1460.0344037915002,477.6788878782918,566.4456302907349,391.80260709166026
1164.8762332992799,401.88005981792946,529.9391472989222,361.8467833642445
1266.040041917323,432.04035423560185,543.5976016753947,383.24488158447434
1396.184837679677,519.3412163557933,728.2573096987472,441.46020702165475
1324.2816033581673,455.6141351668604,636.5597648841127,415.806226325394
1395.9870524533212,469.260229519389,546.2454768934148,377.524697930639
