distance_errors,x_errors,y_errors
6.833973321993301,6.559630852378187,0.8773992155972291
6.813240137766764,6.542975658791266,0.8721882690719089
6.823131904466462,6.557680624344357,0.8682769886432865
6.88382605720526,6.615838713650487,0.8663385000477657
6.905177901923492,6.641035956186897,0.8628300973616231
6.952693138701884,6.693196674787414,0.8606997402010983
6.972902145504234,6.710904569302133,0.856797800532551
7.049845724863661,6.791542382915308,0.8557899300525793
7.009835583097869,6.7561615483700805,0.8488424542092792
7.0023650072806065,6.746247449870279,0.8431757661434078
6.97525970149554,6.722856376210094,0.8367180420269051
6.857499606747508,6.610146535843008,0.8274842458639456
6.728232401702759,6.477971622096057,0.817076134553913
6.5968893608671895,6.350280839375764,0.8070942947357977
6.47293677554202,6.225597610246911,0.7970237916231235
6.368642777268029,6.129374256455539,0.7884775996398721
6.231805835678322,5.995691957296829,0.7783842982105501
6.193318872742645,5.9568765354148905,0.7732445679765165
6.147008430976403,5.9122764427878645,0.7668956290792547
6.109355198062254,5.8781271019588175,0.7625503673147559
6.163873932151831,5.932175276441904,0.7653047945572016
6.245920192811846,6.015749702093822,0.7697006770920172
6.300122470045274,6.073480124344879,0.77065837718826
6.253800853547081,6.0265810853512995,0.7671425405031094
6.211155697898547,5.985671102676706,0.764000940703158
6.172506171881894,5.950749633096324,0.7612510112322068
6.221797987144433,5.4687191141200175,1.496456431813317
6.1507901837616235,5.402975742960763,1.4831760348630423
6.089220459614676,5.352969770471221,1.4830820839827341
6.019681218853786,5.287375584549425,1.4650586823955076
5.981320825065155,5.244999332962314,1.4697698687027645
5.954916505489156,5.23456479465555,1.452903058584488
5.907166421135077,5.191676143768518,1.432123509033656
5.855708440647802,5.138161806501241,1.4286714359607684
5.8289202788836585,5.117736067336489,1.4246810964456051
5.784974955847622,5.0743512698180835,1.4147409193371128
5.728520034071384,5.017383396089567,1.4049170671889912
5.729069296495475,5.030549511111159,1.3990601542545344
5.626967359758277,4.928913188762944,1.3899759521146657
5.544427227712577,4.851630578342591,1.3761464214679677
5.550089644557306,4.845886509129281,1.4171089268111614
5.435018371443986,4.7378639600842085,1.3897437002092188
5.2894497508852485,4.602238117826352,1.3504545288081993
5.139066366499752,4.457165995823276,1.3100373022473788
5.0096458764867355,4.332958079184245,1.2835527113980725
4.948636048044408,4.281006648644585,1.26443199310851
4.854253608901514,4.18663480119299,1.2460709217573378
4.846796620365537,4.190103144110553,1.2366255325626603
4.811416751450869,4.157256856945265,1.2287994815252534
4.748620898273989,4.095585465679414,1.2184911752113623
4.66222429455056,4.017439499151275,1.2039339102320832
4.572125354017864,3.930027946521213,1.190061799034369
4.490605709520399,3.8492633348354177,1.1787032254096994
4.453027386349602,3.818299018740679,1.1688036983496795
4.4058942264385745,3.7697018520698258,1.1604484170837062
4.341276761763835,3.704823343565299,1.1517912709488258
4.313224294405394,3.6848963044615792,1.143779831911656
4.256137491226945,3.630514964605472,1.1350661615443252
4.2155402129600175,3.5956052321966467,1.126257470298139
4.180018307470912,3.5621970987029443,1.1190226173254616
4.121680244447932,3.5063159036473315,1.1102881051606794
4.082452456804238,3.4729060188424974,1.1015007953269158
4.0324687129117915,3.4230157858118817,1.093515090573344
3.9875402324748137,3.382116842689192,1.0855100487770337
3.95111012325084,3.351706677680448,1.0767636883376794
3.8849937420534877,3.2853293790088656,1.0682240882716565
3.864164556172027,3.2728987313205407,1.0599762481263453
3.8188830153395776,3.2290074639414463,1.0520070403460124
3.752621281120465,3.1626301926838924,1.0434654247935162
3.732342613488479,3.150199502727736,1.0352206166369393
3.685982119402609,3.1048091030808207,1.0273041442414157
3.6192888019764204,3.03843113172575,1.01868736840987
3.5995203573183416,3.0260004417695963,1.0104425602532925
3.538159980529001,2.9656222156164738,1.001921888702032
3.4863527199607938,2.914232070767608,0.9939093120262237
3.455947099860417,2.8868204312219645,0.9864202481366855
3.263387018777869,2.6828684583761975,1.0145381078977471
3.216726775938077,2.6374546802468952,1.005968342954324
3.1740413374690957,2.5965510392475464,0.997565697348142
3.125737246586442,2.549643076173637,0.9892934122253412
3.0874356572821395,2.516221127283493,0.9800631847236032
3.0257287494211047,2.45583063134462,0.9710711751903064
2.9608511118750016,2.3955820033050292,0.9613631266284239
2.87439615680836,2.310488354675949,0.9517254090813212
2.817002581927588,2.254581446856778,0.9432297909333119
2.786896730764395,2.2286432677224446,0.9345808351349337
2.727054921427083,2.170028311024679,0.9293086672027047
2.614661230261602,2.0586338693202677,0.9243920027125758
2.5861415587393743,2.034134323886549,0.9206431761204051
2.52756532458204,1.9766674157242072,0.9183464053205672
2.4968348114577843,1.9491694576348295,0.9146954817741463
2.454504206300467,1.908189641133196,0.911747511579933
2.3972755030136685,1.8522220544492705,0.909405628649177
2.36679030068799,1.824724096359887,0.9057547051027554
2.311722841670457,1.76876333026877,0.9035624791755852
2.2548902119477967,1.71279574358485,0.9012205962448272
2.2242861987599833,1.6852977854954652,0.8975696726984074
2.168108239903247,1.629330142487627,0.895225901659933
2.140680787504428,1.6033313318994042,0.891524075306398
2.1036055940796166,1.56085242422053,0.8886288960270182
2.1053874090659166,1.5653090151726357,0.8863311338310507
2.1460604727245736,1.6131748850925587,0.882583298635009
2.188035046181028,1.6580491901986067,0.8802923185113652
2.2297147121322167,1.7029164153357432,0.876634612892621
2.2607777249908008,1.7358013356661774,0.8736425219636196
2.304138800184548,1.7806756407722262,0.871351541839975
2.345002126333219,1.8240435918231135,0.8677404968500382
2.377716197342934,1.858427786239801,0.8647017452922295
2.4212418494462016,1.9033020913458465,0.8624107651685853
2.462352693970089,1.9466700423967311,0.8587997201786474
2.5101439867668374,1.9960420633196314,0.8563651677765763
2.551481546442725,2.0394100233149444,0.8527541833731325
2.5800340173218705,2.0692964929703543,0.8498589435072599
2.6278997451204256,2.1186685138932524,0.8474243911051881
2.6679429076539876,2.160537180882573,0.8438594553951819
2.683705769968383,2.176941993954487,0.841673911102912
2.730193991341115,2.2248146774896114,0.8392839389389714
2.77160540222519,2.268182681866705,0.835945354334364
2.8166754366079285,2.314556271034318,0.836223608408519
2.859715980222008,2.3594234712180837,0.8351802916902196
2.8897967712086023,2.390809132440324,0.8348506080961625
2.933431860879826,2.435683263569116,0.8351691807740519
3.0680765174965137,2.571976880828957,0.8377107403864349
3.1905945881891724,2.6962838444494532,0.8362182707140373
3.2820097074225694,2.789115798457866,0.8335614598463762
3.2788616795389545,2.7873131573126164,0.8269869671682226
2.772502619510236,2.3621535736726686,0.678954240533743
2.7425326842681312,2.3335357295675507,0.6771819481068995
2.7395873028809814,2.3319010985624025,0.6772129864013088
2.61456371664579,2.2079979964727547,0.6736053024101404
2.531256339313823,2.126096303528991,0.6686146731745792
2.447962351137824,2.044194610585232,0.6636240439390185
2.439504719311342,2.0369997602188246,0.6637126199219312
2.438107085794859,2.036944960807414,0.661602235773147
2.436714363660011,2.036890161395998,0.6594918516243627
2.4353265882776456,2.036835361984586,0.6573814674755786
2.433943794715885,2.0367805625731745,0.6552710833267925
2.4325660177212933,2.036725763161762,0.6531606991780066
2.431193291700031,2.0366709637503524,0.6510503150292217
2.429825650699059,2.036616164338942,0.6489399308804371
2.4284631283874423,2.036561364927531,0.6468295467316528
2.4271057580377584,2.0365065655161203,0.6447191625828678
2.425753572507683,2.036451766104706,0.6426087784340824
2.42440660422177,2.036396966693293,0.6404983942852969
2.423064885153484,2.0363421672818807,0.638388010136512
2.42172844680751,2.0362873678704676,0.6362776259877279
2.4203973202024205,2.036232568459056,0.6341672418389418
2.4190715358537074,2.0361777690476446,0.6320568576901586
2.4177511237572418,2.036122969636234,0.6299464735413732
2.416436113373229,2.0360681702248224,0.6278360893925893
2.415126533610674,2.0360133708134063,0.6257257052438036
2.413822412812453,2.035958571401996,0.6236153210950194
2.412523778740967,2.0359037719905837,0.6215049369462337
2.411230658564547,2.0358489725791715,0.6193945527974483
2.409943078844552,2.0357941731677625,0.6172841686486636
2.4086610655232725,2.035739373756351,0.6151737844998785
2.4073846439127085,2.03568457434494,0.6130634003510943
2.406113838684232,2.0356297749335286,0.6109530162023102
2.4048486738592283,2.0355749755221155,0.6088426320535245
2.4035891728007734,2.035520176110702,0.6067322479047386
2.4023353582063884,2.0354653766992907,0.6046218637559537
2.4010872521019406,2.035410577287877,0.6025114796071698
2.3998448758367785,2.035355777876466,0.6004010954583846
2.3986082500801214,2.0353009784650533,0.5982907113096001
2.3973773948188013,2.035246179053643,0.5961803271608144
2.3961523293564015,2.035191379642231,0.5942846526213105
2.3949330723138913,2.0351365802308194,0.5934419015167185
2.3937196416317774,2.0350817808194086,0.592599150412128
2.392512054573875,2.035026981407996,0.5917563993075371
2.3913103277327865,2.034972181996582,0.5909136482029445
2.3901144770371148,2.0349173825851725,0.5900708970983531
2.3889245177605134,2.034862583173763,0.5892281459937617
2.3877404645326687,2.0348077837623504,0.58838539488917
2.352052921490516,2.000376311927032,0.5841940448542223
2.3164622310736207,1.9659448400917128,0.5817736835336771
2.315302247223941,1.9659458937325833,0.580297115906989
