PF params: {'number_of_particles': 1000, 'resample_window': 100, 'multi_step': True, 'agents_to_visualise': 2, 'particle_std': 1.0, 'model_std': 1.0, 'do_save': True, 'plot_save': False, 'do_ani': False}
Model params: {'width': 200, 'height': 100, 'pop_total': 700, 'entrances': 3, 'entrance_space': 2, 'entrance_speed': 0.1, 'exits': 2, 'exit_space': 1, 'speed_min': 0.1, 'speed_desire_mean': 1, 'speed_desire_std': 1, 'separation': 2, 'batch_iterations': 4000, 'do_save': False, 'do_ani': False}
Min_Mean_errors,Max_Mean_errors,Average_mean_errors,Min_variances,Max_variances,Average_variances
3.3707972057780258,962.5482953397362,368.4585625256798,10.001411881772015,913.2149144923698,287.91986055834064
12.951323847010295,986.8878757643356,384.39326968866385,11.18614537954359,899.9477241295904,297.28634140407024
15.265394228191788,951.7160012723654,368.4485972549305,11.837242869616711,845.5399790749213,301.1201408436049
16.985786566383634,866.1898798273164,318.2566906236478,12.37347876256581,688.8028192769923,216.8559544490095
8.922819882075148,1005.1750798940578,369.2867452388685,10.807488161974875,908.72052048418,292.4264291754638
25.295453535187768,907.4405028576214,378.4704966936156,9.605295524964472,892.4346054038227,303.15262553440454
19.559178266365077,836.5841279106573,312.2749666118503,10.64296608722447,669.83159092387,209.9517945806849
29.835803435008362,994.344101128701,397.80039509707467,11.644149611584785,898.0712932318498,313.1732115457076
2.7761382933047623,955.841121474256,357.9043458675645,13.932303828360968,886.5991264044185,284.2382970070759
9.93877756746463,892.1527256641267,340.0483009790898,11.379816721688076,726.1035818845728,226.8548119171208
