Iteration,truthObservation,tempObservation,
188,699.000000,0.000000,
189,699.000000,0.000000,
190,699.000000,0.000000,
191,699.000000,0.000000,
192,699.000000,0.000000,
193,699.000000,0.000000,
194,699.000000,0.000000,
195,699.000000,0.000000,
196,699.000000,0.000000,
197,699.000000,0.000000,
198,699.000000,0.000000,
199,699.000000,0.000000,
200,699.000000,0.000000,
201,699.000000,106433.017001,
202,699.000000,0.000000,
203,699.000000,0.000000,
204,699.000000,0.000000,
205,699.000000,0.000000,
206,699.000000,0.000000,
207,699.000000,0.000000,
208,699.000000,0.000000,
209,699.000000,0.000000,
210,699.000000,0.000000,
211,653.000000,0.000000,
212,653.000000,0.000000,
213,653.000000,0.000000,
214,653.000000,0.000000,
215,653.000000,0.000000,
216,653.000000,0.000000,
217,653.000000,0.000000,
218,653.000000,0.000000,
219,653.000000,0.000000,
220,653.000000,0.000000,
221,653.000000,113968.537453,
222,653.000000,0.000000,
223,653.000000,0.000000,
224,653.000000,0.000000,
225,653.000000,0.000000,
226,653.000000,0.000000,
227,653.000000,0.000000,
228,653.000000,0.000000,
229,653.000000,0.000000,
230,653.000000,0.000000,
231,653.000000,0.000000,
232,653.000000,0.000000,
233,653.000000,0.000000,
234,653.000000,0.000000,
235,653.000000,0.000000,
236,653.000000,0.000000,
237,653.000000,0.000000,
238,653.000000,0.000000,
239,653.000000,0.000000,
240,653.000000,0.000000,
241,474.000000,120608.722316,
242,474.000000,0.000000,
243,474.000000,0.000000,
244,474.000000,0.000000,
245,474.000000,0.000000,
246,474.000000,0.000000,
247,474.000000,0.000000,
248,474.000000,0.000000,
249,474.000000,0.000000,
250,474.000000,0.000000,
251,474.000000,0.000000,
252,474.000000,0.000000,
253,474.000000,0.000000,
254,474.000000,0.000000,
255,474.000000,0.000000,
256,474.000000,0.000000,
257,474.000000,0.000000,
258,474.000000,0.000000,
259,474.000000,0.000000,
260,474.000000,0.000000,
261,474.000000,125987.205834,
262,474.000000,0.000000,
263,474.000000,0.000000,
264,474.000000,0.000000,
265,474.000000,0.000000,
266,474.000000,0.000000,
267,474.000000,0.000000,
268,474.000000,0.000000,
269,474.000000,0.000000,
270,474.000000,0.000000,
271,173.000000,0.000000,
272,173.000000,0.000000,
273,173.000000,0.000000,
274,173.000000,0.000000,
275,173.000000,0.000000,
276,173.000000,0.000000,
277,173.000000,0.000000,
278,173.000000,0.000000,
279,173.000000,0.000000,
280,173.000000,0.000000,
281,173.000000,130398.372490,
282,173.000000,0.000000,
283,173.000000,0.000000,
284,173.000000,0.000000,
285,173.000000,0.000000,
286,173.000000,0.000000,
287,173.000000,0.000000,
288,173.000000,0.000000,
289,173.000000,0.000000,
290,173.000000,0.000000,
291,173.000000,0.000000,
292,173.000000,0.000000,
293,173.000000,0.000000,
294,173.000000,0.000000,
295,173.000000,0.000000,
296,173.000000,0.000000,
297,173.000000,0.000000,
298,173.000000,0.000000,
299,173.000000,0.000000,
300,173.000000,0.000000,
301,-144.000000,134109.955486,
302,-144.000000,0.000000,
303,-144.000000,0.000000,
304,-144.000000,0.000000,
305,-144.000000,0.000000,
306,-144.000000,0.000000,
307,-144.000000,0.000000,
308,-144.000000,0.000000,
309,-144.000000,0.000000,
310,-144.000000,0.000000,
311,-144.000000,0.000000,
312,-144.000000,0.000000,
313,-144.000000,0.000000,
314,-144.000000,0.000000,
315,-144.000000,0.000000,
316,-144.000000,0.000000,
317,-144.000000,0.000000,
318,-144.000000,0.000000,
319,-144.000000,0.000000,
320,-144.000000,0.000000,
321,-144.000000,137322.383220,
322,-144.000000,0.000000,
323,-144.000000,0.000000,
324,-144.000000,0.000000,
325,-144.000000,0.000000,
326,-144.000000,0.000000,
327,-144.000000,0.000000,
328,-144.000000,0.000000,
329,-144.000000,0.000000,
330,-144.000000,0.000000,
331,-477.000000,0.000000,
332,-477.000000,0.000000,
333,-477.000000,0.000000,
334,-477.000000,0.000000,
335,-477.000000,0.000000,
336,-477.000000,0.000000,
337,-477.000000,0.000000,
338,-477.000000,0.000000,
339,-477.000000,0.000000,
340,-477.000000,0.000000,
341,-477.000000,140210.039796,
342,-477.000000,0.000000,
343,-477.000000,0.000000,
344,-477.000000,0.000000,
345,-477.000000,0.000000,
346,-477.000000,0.000000,
347,-477.000000,0.000000,
348,-477.000000,0.000000,
349,-477.000000,0.000000,
350,-477.000000,0.000000,
351,-477.000000,0.000000,
352,-477.000000,0.000000,
353,-477.000000,0.000000,
354,-477.000000,0.000000,
355,-477.000000,0.000000,
356,-477.000000,0.000000,
357,-477.000000,0.000000,
358,-477.000000,0.000000,
359,-477.000000,0.000000,
360,-477.000000,0.000000,
361,-845.000000,142726.405423,
362,-845.000000,0.000000,
363,-845.000000,0.000000,
364,-845.000000,0.000000,
365,-845.000000,0.000000,
366,-845.000000,0.000000,
367,-845.000000,0.000000,
368,-845.000000,0.000000,
369,-845.000000,0.000000,
370,-845.000000,0.000000,
371,-845.000000,0.000000,
372,-845.000000,0.000000,
373,-845.000000,0.000000,
374,-845.000000,0.000000,
375,-845.000000,0.000000,
376,-845.000000,0.000000,
377,-845.000000,0.000000,
378,-845.000000,0.000000,
379,-845.000000,0.000000,
380,-845.000000,0.000000,
381,-845.000000,144934.780085,
382,-845.000000,0.000000,
383,-845.000000,0.000000,
384,-845.000000,0.000000,
385,-845.000000,0.000000,
386,-845.000000,0.000000,
387,-845.000000,0.000000,
388,-845.000000,0.000000,
389,-845.000000,0.000000,
390,-845.000000,0.000000,
391,-1265.000000,0.000000,
392,-1265.000000,0.000000,
393,-1265.000000,0.000000,
394,-1265.000000,0.000000,
395,-1265.000000,0.000000,
396,-1265.000000,0.000000,
397,-1265.000000,0.000000,
398,-1265.000000,0.000000,
399,-1265.000000,0.000000,
400,-1265.000000,0.000000,
401,-1265.000000,146577.840071,
402,-1265.000000,0.000000,
403,-1265.000000,0.000000,
404,-1265.000000,0.000000,
405,-1265.000000,0.000000,
406,-1265.000000,0.000000,
407,-1265.000000,0.000000,
408,-1265.000000,0.000000,
409,-1265.000000,0.000000,
410,-1265.000000,0.000000,
411,-1265.000000,0.000000,
412,-1265.000000,0.000000,
413,-1265.000000,0.000000,
414,-1265.000000,0.000000,
415,-1265.000000,0.000000,
416,-1265.000000,0.000000,
417,-1265.000000,0.000000,
418,-1265.000000,0.000000,
419,-1265.000000,0.000000,
420,-1265.000000,0.000000,
421,-1687.000000,148379.059070,
422,-1687.000000,0.000000,
423,-1687.000000,0.000000,
424,-1687.000000,0.000000,
425,-1687.000000,0.000000,
426,-1687.000000,0.000000,
427,-1687.000000,0.000000,
428,-1687.000000,0.000000,
429,-1687.000000,0.000000,
430,-1687.000000,0.000000,
431,-1687.000000,0.000000,
432,-1687.000000,0.000000,
433,-1687.000000,0.000000,
434,-1687.000000,0.000000,
435,-1687.000000,0.000000,
436,-1687.000000,0.000000,
437,-1687.000000,0.000000,
438,-1687.000000,0.000000,
439,-1687.000000,0.000000,
440,-1687.000000,0.000000,
441,-1687.000000,150029.378235,
442,-1687.000000,0.000000,
443,-1687.000000,0.000000,
444,-1687.000000,0.000000,
445,-1687.000000,0.000000,
446,-1687.000000,0.000000,
447,-1687.000000,0.000000,
448,-1687.000000,0.000000,
449,-1687.000000,0.000000,
450,-1687.000000,0.000000,
451,-2120.000000,0.000000,
452,-2120.000000,0.000000,
453,-2120.000000,0.000000,
454,-2120.000000,0.000000,
455,-2120.000000,0.000000,
456,-2120.000000,0.000000,
457,-2120.000000,0.000000,
458,-2120.000000,0.000000,
459,-2120.000000,0.000000,
460,-2120.000000,0.000000,
461,-2120.000000,151492.287691,
462,-2120.000000,0.000000,
463,-2120.000000,0.000000,
464,-2120.000000,0.000000,
465,-2120.000000,0.000000,
466,-2120.000000,0.000000,
467,-2120.000000,0.000000,
468,-2120.000000,0.000000,
469,-2120.000000,0.000000,
470,-2120.000000,0.000000,
471,-2120.000000,0.000000,
472,-2120.000000,0.000000,
473,-2120.000000,0.000000,
474,-2120.000000,0.000000,
475,-2120.000000,0.000000,
476,-2120.000000,0.000000,
477,-2120.000000,0.000000,
478,-2120.000000,0.000000,
479,-2120.000000,0.000000,
480,-2120.000000,0.000000,
481,-2578.000000,152830.246878,
482,-2578.000000,0.000000,
483,-2578.000000,0.000000,
484,-2578.000000,0.000000,
485,-2578.000000,0.000000,
486,-2578.000000,0.000000,
487,-2578.000000,0.000000,
488,-2578.000000,0.000000,
489,-2578.000000,0.000000,
490,-2578.000000,0.000000,
491,-2578.000000,0.000000,
492,-2578.000000,0.000000,
493,-2578.000000,0.000000,
494,-2578.000000,0.000000,
495,-2578.000000,0.000000,
496,-2578.000000,0.000000,
497,-2578.000000,0.000000,
498,-2578.000000,0.000000,
499,-2578.000000,0.000000,
500,-2578.000000,0.000000,
501,-2578.000000,154094.460993,
502,-2578.000000,0.000000,
503,-2578.000000,0.000000,
504,-2578.000000,0.000000,
505,-2578.000000,0.000000,
506,-2578.000000,0.000000,
507,-2578.000000,0.000000,
508,-2578.000000,0.000000,
509,-2578.000000,0.000000,
510,-2578.000000,0.000000,
511,-3061.000000,0.000000,
512,-3061.000000,0.000000,
513,-3061.000000,0.000000,
514,-3061.000000,0.000000,
515,-3061.000000,0.000000,
516,-3061.000000,0.000000,
517,-3061.000000,0.000000,
518,-3061.000000,0.000000,
519,-3061.000000,0.000000,
520,-3061.000000,0.000000,
521,-3061.000000,155278.740226,
522,-3061.000000,0.000000,
523,-3061.000000,0.000000,
524,-3061.000000,0.000000,
525,-3061.000000,0.000000,
526,-3061.000000,0.000000,
527,-3061.000000,0.000000,
528,-3061.000000,0.000000,
529,-3061.000000,0.000000,
530,-3061.000000,0.000000,
531,-3061.000000,0.000000,
532,-3061.000000,0.000000,
533,-3061.000000,0.000000,
534,-3061.000000,0.000000,
535,-3061.000000,0.000000,
536,-3061.000000,0.000000,
537,-3061.000000,0.000000,
538,-3061.000000,0.000000,
539,-3061.000000,0.000000,
540,-3061.000000,0.000000,
541,-3565.000000,156358.953524,
542,-3565.000000,0.000000,
543,-3565.000000,0.000000,
544,-3565.000000,0.000000,
545,-3565.000000,0.000000,
546,-3565.000000,0.000000,
547,-3565.000000,0.000000,
548,-3565.000000,0.000000,
549,-3565.000000,0.000000,
550,-3565.000000,0.000000,
551,-3565.000000,0.000000,
552,-3565.000000,0.000000,
553,-3565.000000,0.000000,
554,-3565.000000,0.000000,
555,-3565.000000,0.000000,
556,-3565.000000,0.000000,
557,-3565.000000,0.000000,
558,-3565.000000,0.000000,
559,-3565.000000,0.000000,
560,-3565.000000,0.000000,
561,-3565.000000,157355.136922,
562,-3565.000000,0.000000,
563,-3565.000000,0.000000,
564,-3565.000000,0.000000,
565,-3565.000000,0.000000,
566,-3565.000000,0.000000,
567,-3565.000000,0.000000,
568,-3565.000000,0.000000,
569,-3565.000000,0.000000,
570,-3565.000000,0.000000,
571,-4073.000000,0.000000,
572,-4073.000000,0.000000,
573,-4073.000000,0.000000,
574,-4073.000000,0.000000,
575,-4073.000000,0.000000,
576,-4073.000000,0.000000,
577,-4073.000000,0.000000,
578,-4073.000000,0.000000,
579,-4073.000000,0.000000,
580,-4073.000000,0.000000,
581,-4073.000000,158253.149308,
582,-4073.000000,0.000000,
583,-4073.000000,0.000000,
584,-4073.000000,0.000000,
585,-4073.000000,0.000000,
586,-4073.000000,0.000000,
587,-4073.000000,0.000000,
588,-4073.000000,0.000000,
589,-4073.000000,0.000000,
590,-4073.000000,0.000000,
591,-4073.000000,0.000000,
592,-4073.000000,0.000000,
593,-4073.000000,0.000000,
594,-4073.000000,0.000000,
595,-4073.000000,0.000000,
596,-4073.000000,0.000000,
597,-4073.000000,0.000000,
598,-4073.000000,0.000000,
599,-4073.000000,0.000000,
600,-4073.000000,0.000000,
601,-4594.000000,159019.516519,
602,-4594.000000,0.000000,
603,-4594.000000,0.000000,
604,-4594.000000,0.000000,
605,-4594.000000,0.000000,
606,-4594.000000,0.000000,
607,-4594.000000,0.000000,
608,-4594.000000,0.000000,
609,-4594.000000,0.000000,
610,-4594.000000,0.000000,
611,-4594.000000,0.000000,
612,-4594.000000,0.000000,
613,-4594.000000,0.000000,
614,-4594.000000,0.000000,
615,-4594.000000,0.000000,
616,-4594.000000,0.000000,
617,-4594.000000,0.000000,
618,-4594.000000,0.000000,
619,-4594.000000,0.000000,
620,-4594.000000,0.000000,
621,-4594.000000,159767.841804,
622,-4594.000000,0.000000,
623,-4594.000000,0.000000,
624,-4594.000000,0.000000,
625,-4594.000000,0.000000,
626,-4594.000000,0.000000,
627,-4594.000000,0.000000,
628,-4594.000000,0.000000,
629,-4594.000000,0.000000,
630,-4594.000000,0.000000,
631,-5128.000000,0.000000,
632,-5128.000000,0.000000,
633,-5128.000000,0.000000,
634,-5128.000000,0.000000,
635,-5128.000000,0.000000,
636,-5128.000000,0.000000,
637,-5128.000000,0.000000,
638,-5128.000000,0.000000,
639,-5128.000000,0.000000,
640,-5128.000000,0.000000,
641,-5128.000000,160451.858436,
642,-5128.000000,0.000000,
643,-5128.000000,0.000000,
644,-5128.000000,0.000000,
645,-5128.000000,0.000000,
646,-5128.000000,0.000000,
647,-5128.000000,0.000000,
648,-5128.000000,0.000000,
649,-5128.000000,0.000000,
650,-5128.000000,0.000000,
651,-5128.000000,0.000000,
652,-5128.000000,0.000000,
653,-5128.000000,0.000000,
654,-5128.000000,0.000000,
655,-5128.000000,0.000000,
656,-5128.000000,0.000000,
657,-5128.000000,0.000000,
658,-5128.000000,0.000000,
659,-5128.000000,0.000000,
660,-5128.000000,0.000000,
661,-5661.000000,161064.191454,
662,-5661.000000,0.000000,
663,-5661.000000,0.000000,
664,-5661.000000,0.000000,
665,-5661.000000,0.000000,
666,-5661.000000,0.000000,
667,-5661.000000,0.000000,
668,-5661.000000,0.000000,
669,-5661.000000,0.000000,
670,-5661.000000,0.000000,
671,-5661.000000,0.000000,
672,-5661.000000,0.000000,
673,-5661.000000,0.000000,
674,-5661.000000,0.000000,
675,-5661.000000,0.000000,
676,-5661.000000,0.000000,
677,-5661.000000,0.000000,
678,-5661.000000,0.000000,
679,-5661.000000,0.000000,
680,-5661.000000,0.000000,
681,-5661.000000,161634.737286,
682,-5661.000000,0.000000,
683,-5661.000000,0.000000,
684,-5661.000000,0.000000,
685,-5661.000000,0.000000,
686,-5661.000000,0.000000,
687,-5661.000000,0.000000,
688,-5661.000000,0.000000,
689,-5661.000000,0.000000,
690,-5661.000000,0.000000,
691,-6202.000000,0.000000,
692,-6202.000000,0.000000,
693,-6202.000000,0.000000,
694,-6202.000000,0.000000,
695,-6202.000000,0.000000,
696,-6202.000000,0.000000,
697,-6202.000000,0.000000,
698,-6202.000000,0.000000,
699,-6202.000000,0.000000,
700,-6202.000000,0.000000,
701,-6202.000000,162175.704222,
702,-6202.000000,0.000000,
703,-6202.000000,0.000000,
704,-6202.000000,0.000000,
705,-6202.000000,0.000000,
706,-6202.000000,0.000000,
707,-6202.000000,0.000000,
708,-6202.000000,0.000000,
709,-6202.000000,0.000000,
710,-6202.000000,0.000000,
711,-6202.000000,0.000000,
712,-6202.000000,0.000000,
713,-6202.000000,0.000000,
714,-6202.000000,0.000000,
715,-6202.000000,0.000000,
716,-6202.000000,0.000000,
717,-6202.000000,0.000000,
718,-6202.000000,0.000000,
719,-6202.000000,0.000000,
720,-6202.000000,0.000000,
721,-6758.000000,162687.329444,
722,-6758.000000,0.000000,
723,-6758.000000,0.000000,
724,-6758.000000,0.000000,
725,-6758.000000,0.000000,
726,-6758.000000,0.000000,
727,-6758.000000,0.000000,
728,-6758.000000,0.000000,
729,-6758.000000,0.000000,
730,-6758.000000,0.000000,
731,-6758.000000,0.000000,
732,-6758.000000,0.000000,
733,-6758.000000,0.000000,
734,-6758.000000,0.000000,
735,-6758.000000,0.000000,
736,-6758.000000,0.000000,
737,-6758.000000,0.000000,
738,-6758.000000,0.000000,
739,-6758.000000,0.000000,
740,-6758.000000,0.000000,
741,-6758.000000,163164.206078,
742,-6758.000000,0.000000,
743,-6758.000000,0.000000,
744,-6758.000000,0.000000,
745,-6758.000000,0.000000,
746,-6758.000000,0.000000,
747,-6758.000000,0.000000,
748,-6758.000000,0.000000,
749,-6758.000000,0.000000,
750,-6758.000000,0.000000,
751,-7311.000000,0.000000,
752,-7311.000000,0.000000,
753,-7311.000000,0.000000,
754,-7311.000000,0.000000,
755,-7311.000000,0.000000,
756,-7311.000000,0.000000,
757,-7311.000000,0.000000,
758,-7311.000000,0.000000,
759,-7311.000000,0.000000,
760,-7311.000000,0.000000,
761,-7311.000000,163608.223892,
762,-7311.000000,0.000000,
763,-7311.000000,0.000000,
764,-7311.000000,0.000000,
765,-7311.000000,0.000000,
766,-7311.000000,0.000000,
767,-7311.000000,0.000000,
768,-7311.000000,0.000000,
769,-7311.000000,0.000000,
770,-7311.000000,0.000000,
771,-7311.000000,0.000000,
772,-7311.000000,0.000000,
773,-7311.000000,0.000000,
774,-7311.000000,0.000000,
775,-7311.000000,0.000000,
776,-7311.000000,0.000000,
777,-7311.000000,0.000000,
778,-7311.000000,0.000000,
779,-7311.000000,0.000000,
780,-7311.000000,0.000000,
781,-7878.000000,164045.248604,
782,-7878.000000,0.000000,
783,-7878.000000,0.000000,
784,-7878.000000,0.000000,
785,-7878.000000,0.000000,
786,-7878.000000,0.000000,
787,-7878.000000,0.000000,
788,-7878.000000,0.000000,
789,-7878.000000,0.000000,
790,-7878.000000,0.000000,
791,-7878.000000,0.000000,
792,-7878.000000,0.000000,
793,-7878.000000,0.000000,
794,-7878.000000,0.000000,
795,-7878.000000,0.000000,
796,-7878.000000,0.000000,
797,-7878.000000,0.000000,
798,-7878.000000,0.000000,
799,-7878.000000,0.000000,
800,-7878.000000,0.000000,
801,-7878.000000,164454.975407,
802,-7878.000000,0.000000,
803,-7878.000000,0.000000,
804,-7878.000000,0.000000,
805,-7878.000000,0.000000,
806,-7878.000000,0.000000,
807,-7878.000000,0.000000,
808,-7878.000000,0.000000,
809,-7878.000000,0.000000,
810,-7878.000000,0.000000,
811,-8442.000000,0.000000,
812,-8442.000000,0.000000,
813,-8442.000000,0.000000,
814,-8442.000000,0.000000,
815,-8442.000000,0.000000,
816,-8442.000000,0.000000,
817,-8442.000000,0.000000,
818,-8442.000000,0.000000,
819,-8442.000000,0.000000,
820,-8442.000000,0.000000,
821,-8442.000000,164846.790870,
822,-8442.000000,0.000000,
823,-8442.000000,0.000000,
824,-8442.000000,0.000000,
825,-8442.000000,0.000000,
826,-8442.000000,0.000000,
827,-8442.000000,0.000000,
828,-8442.000000,0.000000,
829,-8442.000000,0.000000,
830,-8442.000000,0.000000,
831,-8442.000000,0.000000,
832,-8442.000000,0.000000,
833,-8442.000000,0.000000,
834,-8442.000000,0.000000,
835,-8442.000000,0.000000,
836,-8442.000000,0.000000,
837,-8442.000000,0.000000,
838,-8442.000000,0.000000,
839,-8442.000000,0.000000,
840,-8442.000000,0.000000,
841,-9031.000000,165202.928488,
842,-9031.000000,0.000000,
843,-9031.000000,0.000000,
844,-9031.000000,0.000000,
845,-9031.000000,0.000000,
846,-9031.000000,0.000000,
847,-9031.000000,0.000000,
848,-9031.000000,0.000000,
849,-9031.000000,0.000000,
850,-9031.000000,0.000000,
851,-9031.000000,0.000000,
852,-9031.000000,0.000000,
853,-9031.000000,0.000000,
854,-9031.000000,0.000000,
855,-9031.000000,0.000000,
856,-9031.000000,0.000000,
857,-9031.000000,0.000000,
858,-9031.000000,0.000000,
859,-9031.000000,0.000000,
860,-9031.000000,0.000000,
861,-9031.000000,165540.888948,
862,-9031.000000,0.000000,
863,-9031.000000,0.000000,
864,-9031.000000,0.000000,
865,-9031.000000,0.000000,
866,-9031.000000,0.000000,
867,-9031.000000,0.000000,
868,-9031.000000,0.000000,
869,-9031.000000,0.000000,
870,-9031.000000,0.000000,
871,-9620.000000,0.000000,
872,-9620.000000,0.000000,
873,-9620.000000,0.000000,
874,-9620.000000,0.000000,
875,-9620.000000,0.000000,
876,-9620.000000,0.000000,
877,-9620.000000,0.000000,
878,-9620.000000,0.000000,
879,-9620.000000,0.000000,
880,-9620.000000,0.000000,
881,-9620.000000,165867.059297,
882,-9620.000000,0.000000,
883,-9620.000000,0.000000,
884,-9620.000000,0.000000,
885,-9620.000000,0.000000,
886,-9620.000000,0.000000,
887,-9620.000000,0.000000,
888,-9620.000000,0.000000,
889,-9620.000000,0.000000,
890,-9620.000000,0.000000,
891,-9620.000000,0.000000,
892,-9620.000000,0.000000,
893,-9620.000000,0.000000,
894,-9620.000000,0.000000,
895,-9620.000000,0.000000,
896,-9620.000000,0.000000,
897,-9620.000000,0.000000,
898,-9620.000000,0.000000,
899,-9620.000000,0.000000,
900,-9620.000000,0.000000,
901,-10214.000000,166185.931810,
902,-10214.000000,0.000000,
903,-10214.000000,0.000000,
904,-10214.000000,0.000000,
905,-10214.000000,0.000000,
906,-10214.000000,0.000000,
907,-10214.000000,0.000000,
908,-10214.000000,0.000000,
909,-10214.000000,0.000000,
910,-10214.000000,0.000000,
911,-10214.000000,0.000000,
912,-10214.000000,0.000000,
913,-10214.000000,0.000000,
914,-10214.000000,0.000000,
915,-10214.000000,0.000000,
916,-10214.000000,0.000000,
917,-10214.000000,0.000000,
918,-10214.000000,0.000000,
919,-10214.000000,0.000000,
920,-10214.000000,0.000000,
921,-10214.000000,166494.812575,
922,-10214.000000,0.000000,
923,-10214.000000,0.000000,
924,-10214.000000,0.000000,
925,-10214.000000,0.000000,
926,-10214.000000,0.000000,
927,-10214.000000,0.000000,
928,-10214.000000,0.000000,
929,-10214.000000,0.000000,
930,-10214.000000,0.000000,
931,-10808.000000,0.000000,
932,-10808.000000,0.000000,
933,-10808.000000,0.000000,
934,-10808.000000,0.000000,
935,-10808.000000,0.000000,
936,-10808.000000,0.000000,
937,-10808.000000,0.000000,
938,-10808.000000,0.000000,
939,-10808.000000,0.000000,
940,-10808.000000,0.000000,
941,-10808.000000,166794.778537,
942,-10808.000000,0.000000,
943,-10808.000000,0.000000,
944,-10808.000000,0.000000,
945,-10808.000000,0.000000,
946,-10808.000000,0.000000,
947,-10808.000000,0.000000,
948,-10808.000000,0.000000,
949,-10808.000000,0.000000,
950,-10808.000000,0.000000,
951,-10808.000000,0.000000,
952,-10808.000000,0.000000,
953,-10808.000000,0.000000,
954,-10808.000000,0.000000,
955,-10808.000000,0.000000,
956,-10808.000000,0.000000,
957,-10808.000000,0.000000,
958,-10808.000000,0.000000,
959,-10808.000000,0.000000,
960,-10808.000000,0.000000,
961,-11409.000000,167082.282296,
962,-11409.000000,0.000000,
963,-11409.000000,0.000000,
964,-11409.000000,0.000000,
965,-11409.000000,0.000000,
966,-11409.000000,0.000000,
967,-11409.000000,0.000000,
968,-11409.000000,0.000000,
969,-11409.000000,0.000000,
970,-11409.000000,0.000000,
971,-11409.000000,0.000000,
972,-11409.000000,0.000000,
